loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,education_encoded,self_employed_encoded,loan_status_encoded,total_assets_value,loan_to_income_ratio,assets_to_loan_ratio,monthly_income,monthly_loan_payment,debt_to_income_ratio
1187,2, Not Graduate, No,4400000,12000000,20,421,9300000,2700000,15700000,3400000, Rejected,1,0,1,31100000,2.727272727272727,2.591666666666667,366666.6666666667,600000.0,1.6363636363636362
1188,3, Graduate, Yes,8600000,30300000,14,459,12000000,4100000,23800000,9100000, Rejected,0,1,1,49000000,3.5232558139534884,1.6171617161716172,716666.6666666666,2164285.714285714,3.0199335548172757
1189,3, Not Graduate, No,6900000,26000000,14,828,14800000,4200000,18500000,3600000, Approved,1,0,0,41100000,3.7681159420289854,1.5807692307692307,575000.0,1857142.857142857,3.229813664596273
1190,4, Graduate, No,9600000,27500000,20,679,23400000,7500000,37800000,6300000, Approved,0,0,0,75000000,2.8645833333333335,2.727272727272727,800000.0,1375000.0,1.71875
1191,2, Graduate, Yes,8100000,25700000,8,455,22300000,11500000,19800000,9500000, Rejected,0,1,1,63100000,3.1728395061728394,2.455252918287938,675000.0,3212500.0,4.7592592592592595
1192,0, Not Graduate, No,2600000,9400000,18,879,2800000,1400000,5100000,2300000, Approved,1,0,0,11600000,3.6153846153846154,1.2340425531914894,216666.66666666666,522222.22222222225,2.4102564102564106
1193,3, Graduate, Yes,9300000,26100000,14,636,4700000,16100000,34500000,11600000, Approved,0,1,0,66900000,2.806451612903226,2.5632183908045976,775000.0,1864285.7142857143,2.4055299539170507
1194,2, Not Graduate, Yes,2100000,5600000,16,426,400000,300000,7100000,1200000, Rejected,1,1,1,9000000,2.6666666666666665,1.6071428571428572,175000.0,350000.0,2.0
1195,4, Not Graduate, Yes,9000000,21500000,14,508,16600000,17050000,24300000,13100000, Rejected,1,1,1,71050000,2.388888888888889,3.3046511627906976,750000.0,1535714.2857142857,2.0476190476190474
1196,3, Not Graduate, Yes,7000000,19200000,4,768,8600000,13700000,19200000,7700000, Approved,1,1,0,49200000,2.742857142857143,2.5625,583333.3333333334,4800000.0,8.228571428571428
1197,3, Not Graduate, No,2200000,6400000,20,667,6300000,3900000,8300000,2900000, Approved,1,0,0,21400000,2.909090909090909,3.34375,183333.33333333334,320000.0,1.7454545454545454
1198,5, Graduate, Yes,7500000,28200000,2,440,8200000,5800000,24400000,6000000, Approved,0,1,0,44400000,3.76,1.574468085106383,625000.0,14100000.0,22.56
1199,1, Graduate, Yes,8300000,16800000,2,366,22000000,6600000,27300000,4500000, Rejected,0,1,1,60400000,2.0240963855421685,3.5952380952380953,691666.6666666666,8400000.0,12.144578313253012
1200,2, Not Graduate, No,300000,600000,2,383,600000,300000,1100000,400000, Rejected,1,0,1,2400000,2.0,4.0,25000.0,300000.0,12.0
1201,0, Not Graduate, Yes,300000,800000,4,603,800000,200000,600000,200000, Approved,1,1,0,1800000,2.6666666666666665,2.25,25000.0,200000.0,8.0
1202,3, Graduate, No,3900000,14900000,4,728,4700000,4000000,14900000,5500000, Approved,0,0,0,29100000,3.8205128205128207,1.9530201342281879,325000.0,3725000.0,11.461538461538462
1203,0, Not Graduate, No,6600000,20300000,6,549,10800000,900000,23100000,9800000, Rejected,1,0,1,44600000,3.0757575757575757,2.1970443349753697,550000.0,3383333.3333333335,6.151515151515151
1204,0, Graduate, No,4100000,10700000,8,855,11500000,700000,11200000,3100000, Approved,0,0,0,26500000,2.6097560975609757,2.4766355140186915,341666.6666666667,1337500.0,3.9146341463414633
1205,5, Graduate, Yes,1800000,5300000,12,461,2800000,2000000,4700000,2000000, Rejected,0,1,1,11500000,2.9444444444444446,2.169811320754717,150000.0,441666.6666666667,2.9444444444444446
1206,3, Not Graduate, Yes,7000000,16100000,16,379,2000000,5200000,23000000,10000000, Rejected,1,1,1,40200000,2.3,2.4968944099378882,583333.3333333334,1006250.0,1.7249999999999999
1207,2, Not Graduate, Yes,5100000,13700000,6,559,7800000,9800000,12700000,5100000, Approved,1,1,0,35400000,2.6862745098039214,2.5839416058394162,425000.0,2283333.3333333335,5.372549019607844
1208,1, Not Graduate, Yes,300000,600000,8,816,600000,300000,1100000,200000, Approved,1,1,0,2200000,2.0,3.6666666666666665,25000.0,75000.0,3.0
1209,4, Not Graduate, Yes,4300000,11400000,2,560,10000000,3900000,8900000,3300000, Approved,1,1,0,26100000,2.6511627906976742,2.289473684210526,358333.3333333333,5700000.0,15.906976744186048
1210,0, Graduate, Yes,3200000,12000000,14,645,5200000,1400000,12100000,3400000, Approved,0,1,0,22100000,3.75,1.8416666666666666,266666.6666666667,857142.8571428572,3.214285714285714
1211,4, Not Graduate, Yes,4200000,11500000,6,551,10600000,7600000,11300000,5000000, Approved,1,1,0,34500000,2.738095238095238,3.0,350000.0,1916666.6666666667,5.476190476190476
1212,0, Not Graduate, Yes,9600000,22900000,8,515,4300000,14700000,33300000,7800000, Rejected,1,1,1,60100000,2.3854166666666665,2.6244541484716155,800000.0,2862500.0,3.578125
1213,4, Graduate, No,1300000,3600000,10,657,3200000,1900000,2900000,1100000, Approved,0,0,0,9100000,2.769230769230769,2.5277777777777777,108333.33333333333,360000.0,3.3230769230769233
1214,3, Not Graduate, No,2400000,9300000,2,682,3100000,4400000,5200000,1500000, Approved,1,0,0,14200000,3.875,1.5268817204301075,200000.0,4650000.0,23.25
1215,0, Graduate, No,600000,1600000,10,588,1600000,100000,1100000,300000, Approved,0,0,0,3100000,2.6666666666666665,1.9375,50000.0,160000.0,3.2
1216,5, Graduate, Yes,9600000,38000000,10,359,2100000,13600000,38200000,9400000, Rejected,0,1,1,63300000,3.9583333333333335,1.6657894736842105,800000.0,3800000.0,4.75
1217,0, Graduate, No,400000,1200000,4,766,900000,300000,1200000,300000, Approved,0,0,0,2700000,3.0,2.25,33333.333333333336,300000.0,9.0
1218,4, Graduate, No,5900000,19900000,14,469,14200000,6800000,22100000,3200000, Rejected,0,0,1,46300000,3.3728813559322033,2.3266331658291457,491666.6666666667,1421428.5714285714,2.8910411622276024
1219,0, Graduate, Yes,700000,1400000,10,618,1300000,200000,1700000,500000, Approved,0,1,0,3700000,2.0,2.642857142857143,58333.333333333336,140000.0,2.4
1220,0, Not Graduate, Yes,8600000,17700000,20,711,22000000,0,30800000,7400000, Approved,1,1,0,60200000,2.058139534883721,3.401129943502825,716666.6666666666,885000.0,1.2348837209302326
1221,0, Graduate, Yes,9000000,34000000,4,549,2000000,8900000,20000000,12400000, Approved,0,1,0,43300000,3.7777777777777777,1.2735294117647058,750000.0,8500000.0,11.333333333333334
1222,3, Graduate, Yes,5100000,20400000,6,754,1700000,2600000,11800000,7600000, Approved,0,1,0,23700000,4.0,1.161764705882353,425000.0,3400000.0,8.0
1223,4, Not Graduate, Yes,500000,1500000,6,461,1300000,500000,1700000,200000, Rejected,1,1,1,3700000,3.0,2.466666666666667,41666.666666666664,250000.0,6.0
1224,2, Graduate, No,1600000,3800000,10,837,3800000,1100000,5500000,1600000, Approved,0,0,0,12000000,2.375,3.1578947368421053,133333.33333333334,380000.0,2.8499999999999996
1225,0, Graduate, Yes,9800000,23900000,14,459,1000000,13400000,21100000,7200000, Rejected,0,1,1,42700000,2.438775510204082,1.786610878661088,816666.6666666666,1707142.857142857,2.0903790087463556
1226,4, Graduate, No,7800000,29700000,20,614,22000000,700000,26800000,6300000, Approved,0,0,0,55800000,3.8076923076923075,1.878787878787879,650000.0,1485000.0,2.2846153846153845
1227,4, Not Graduate, No,6500000,24000000,16,373,5600000,5100000,15600000,6700000, Rejected,1,0,1,33000000,3.6923076923076925,1.375,541666.6666666666,1500000.0,2.7692307692307696
1228,5, Graduate, Yes,7500000,26500000,12,512,16500000,2900000,23700000,6000000, Rejected,0,1,1,49100000,3.533333333333333,1.8528301886792453,625000.0,2208333.3333333335,3.5333333333333337
1229,4, Graduate, Yes,8900000,23400000,18,781,16500000,3100000,24900000,5800000, Approved,0,1,0,50300000,2.6292134831460676,2.1495726495726495,741666.6666666666,1300000.0,1.752808988764045
1230,4, Graduate, Yes,1800000,5800000,14,305,600000,3300000,3600000,2000000, Rejected,0,1,1,9500000,3.2222222222222223,1.6379310344827587,150000.0,414285.71428571426,2.761904761904762
1231,1, Not Graduate, Yes,7600000,27800000,6,447,1300000,700000,20100000,10900000, Rejected,1,1,1,33000000,3.6578947368421053,1.1870503597122302,633333.3333333334,4633333.333333333,7.31578947368421
1232,4, Graduate, Yes,1200000,4600000,6,757,1900000,200000,4800000,1500000, Approved,0,1,0,8400000,3.8333333333333335,1.826086956521739,100000.0,766666.6666666666,7.666666666666666
1233,5, Graduate, Yes,2700000,10400000,2,723,2800000,700000,10300000,1400000, Approved,0,1,0,15200000,3.8518518518518516,1.4615384615384615,225000.0,5200000.0,23.11111111111111
1234,1, Not Graduate, Yes,4600000,10900000,12,463,1200000,1200000,10900000,6600000, Rejected,1,1,1,19900000,2.369565217391304,1.8256880733944953,383333.3333333333,908333.3333333334,2.3695652173913047
1235,2, Not Graduate, No,6900000,18700000,10,699,12800000,5700000,21200000,5200000, Approved,1,0,0,44900000,2.710144927536232,2.4010695187165774,575000.0,1870000.0,3.252173913043478
1236,4, Graduate, Yes,8400000,25200000,2,308,8100000,9300000,27700000,10500000, Approved,0,1,0,55600000,3.0,2.2063492063492065,700000.0,12600000.0,18.0
1237,0, Graduate, No,300000,500000,18,702,300000,400000,1200000,100000, Approved,0,0,0,2000000,1.6666666666666667,4.0,25000.0,27777.777777777777,1.1111111111111112
1238,2, Not Graduate, Yes,9500000,37500000,4,456,10200000,16800000,34100000,12900000, Approved,1,1,0,74000000,3.9473684210526314,1.9733333333333334,791666.6666666666,9375000.0,11.842105263157896
1239,3, Graduate, Yes,1900000,5900000,8,651,700000,2100000,6200000,1500000, Approved,0,1,0,10500000,3.1052631578947367,1.7796610169491525,158333.33333333334,737500.0,4.657894736842105
1240,3, Not Graduate, No,4200000,14500000,20,840,4500000,5900000,8900000,4600000, Approved,1,0,0,23900000,3.4523809523809526,1.6482758620689655,350000.0,725000.0,2.0714285714285716
1241,4, Graduate, Yes,2200000,7900000,18,848,5100000,1700000,8500000,1600000, Approved,0,1,0,16900000,3.590909090909091,2.1392405063291138,183333.33333333334,438888.8888888889,2.3939393939393936
1242,5, Graduate, Yes,7100000,19700000,4,727,7700000,12900000,23600000,5800000, Approved,0,1,0,50000000,2.7746478873239435,2.5380710659898478,591666.6666666666,4925000.0,8.323943661971832
1243,4, Graduate, No,3500000,11600000,10,335,6300000,5200000,10300000,2300000, Rejected,0,0,1,24100000,3.3142857142857145,2.0775862068965516,291666.6666666667,1160000.0,3.977142857142857
1244,5, Not Graduate, No,400000,800000,18,304,900000,500000,1400000,400000, Rejected,1,0,1,3200000,2.0,4.0,33333.333333333336,44444.444444444445,1.3333333333333333
1245,2, Graduate, Yes,8800000,34400000,2,712,10500000,12500000,29300000,5900000, Approved,0,1,0,58200000,3.909090909090909,1.691860465116279,733333.3333333334,17200000.0,23.454545454545453
1246,0, Not Graduate, No,1800000,6600000,10,737,5000000,2000000,6000000,1500000, Approved,1,0,0,14500000,3.6666666666666665,2.196969696969697,150000.0,660000.0,4.4
1247,1, Graduate, Yes,7600000,29300000,14,690,13900000,4000000,30000000,9100000, Approved,0,1,0,57000000,3.8552631578947367,1.9453924914675769,633333.3333333334,2092857.142857143,3.3045112781954886
1248,1, Graduate, Yes,1000000,3200000,4,888,2000000,1500000,2200000,1300000, Approved,0,1,0,7000000,3.2,2.1875,83333.33333333333,800000.0,9.600000000000001
1249,2, Not Graduate, Yes,8200000,27200000,10,839,9200000,6400000,25500000,6000000, Approved,1,1,0,47100000,3.317073170731707,1.7316176470588236,683333.3333333334,2720000.0,3.9804878048780488
1250,5, Not Graduate, Yes,3600000,12400000,8,333,8800000,1000000,10700000,4000000, Rejected,1,1,1,24500000,3.4444444444444446,1.9758064516129032,300000.0,1550000.0,5.166666666666667
1251,5, Graduate, No,9400000,23700000,18,862,21500000,3500000,22400000,5600000, Approved,0,0,0,53000000,2.521276595744681,2.2362869198312234,783333.3333333334,1316666.6666666667,1.6808510638297873
1252,5, Not Graduate, No,2600000,9100000,4,309,6400000,1400000,5900000,3400000, Approved,1,0,0,17100000,3.5,1.879120879120879,216666.66666666666,2275000.0,10.5
1253,5, Not Graduate, No,9500000,30700000,10,823,16300000,3700000,30300000,13100000, Approved,1,0,0,63400000,3.231578947368421,2.0651465798045603,791666.6666666666,3070000.0,3.8778947368421055
1254,0, Graduate, Yes,3500000,11700000,14,649,2700000,700000,11400000,4800000, Approved,0,1,0,19600000,3.342857142857143,1.6752136752136753,291666.6666666667,835714.2857142857,2.8653061224489793
1255,5, Not Graduate, Yes,9800000,35700000,10,726,9400000,17050000,31200000,12000000, Approved,1,1,0,69650000,3.642857142857143,1.9509803921568627,816666.6666666666,3570000.0,4.371428571428572
1256,4, Graduate, No,800000,3100000,18,712,400000,700000,1900000,1100000, Approved,0,0,0,4100000,3.875,1.3225806451612903,66666.66666666667,172222.22222222222,2.583333333333333
1257,0, Not Graduate, No,9700000,37300000,20,701,12100000,16200000,24100000,10500000, Approved,1,0,0,62900000,3.845360824742268,1.6863270777479893,808333.3333333334,1865000.0,2.3072164948453606
1258,3, Graduate, No,6200000,21300000,12,655,6500000,11600000,19200000,5000000, Approved,0,0,0,42300000,3.435483870967742,1.9859154929577465,516666.6666666667,1775000.0,3.435483870967742
1259,1, Not Graduate, Yes,4400000,16600000,18,385,800000,5300000,13400000,5100000, Rejected,1,1,1,24600000,3.772727272727273,1.4819277108433735,366666.6666666667,922222.2222222222,2.515151515151515
1260,2, Graduate, No,1800000,3800000,4,777,5100000,2700000,4600000,1400000, Approved,0,0,0,13800000,2.111111111111111,3.6315789473684212,150000.0,950000.0,6.333333333333333
1261,3, Graduate, No,1700000,5300000,14,696,300000,700000,4500000,800000, Approved,0,0,0,6300000,3.1176470588235294,1.1886792452830188,141666.66666666666,378571.4285714286,2.6722689075630255
1262,3, Graduate, No,3900000,14100000,16,496,2500000,2200000,13700000,2900000, Rejected,0,0,1,21300000,3.6153846153846154,1.5106382978723405,325000.0,881250.0,2.7115384615384617
1263,2, Graduate, Yes,2200000,7900000,6,659,3400000,1800000,8600000,2400000, Approved,0,1,0,16200000,3.590909090909091,2.050632911392405,183333.33333333334,1316666.6666666667,7.181818181818182
1264,3, Not Graduate, Yes,6300000,17700000,2,542,16800000,900000,16400000,5300000, Rejected,1,1,1,39400000,2.8095238095238093,2.225988700564972,525000.0,8850000.0,16.857142857142858
1265,2, Not Graduate, No,2200000,8700000,18,729,3900000,3300000,7600000,1300000, Approved,1,0,0,16100000,3.9545454545454546,1.8505747126436782,183333.33333333334,483333.3333333333,2.6363636363636362
1266,1, Graduate, No,8100000,28400000,6,744,20300000,10500000,21800000,7700000, Approved,0,0,0,60300000,3.506172839506173,2.1232394366197185,675000.0,4733333.333333333,7.012345679012345
1267,4, Not Graduate, No,6800000,17000000,2,749,18000000,3800000,27100000,9400000, Approved,1,0,0,58300000,2.5,3.429411764705882,566666.6666666666,8500000.0,15.000000000000002
1268,0, Graduate, No,4700000,14800000,20,755,12300000,5000000,15400000,3700000, Approved,0,0,0,36400000,3.148936170212766,2.4594594594594597,391666.6666666667,740000.0,1.8893617021276594
1269,3, Graduate, Yes,2200000,5300000,2,506,1600000,1700000,5800000,2800000, Rejected,0,1,1,11900000,2.409090909090909,2.2452830188679247,183333.33333333334,2650000.0,14.454545454545453
1270,3, Graduate, Yes,3500000,13000000,6,391,6100000,3500000,13300000,4300000, Rejected,0,1,1,27200000,3.7142857142857144,2.0923076923076924,291666.6666666667,2166666.6666666665,7.428571428571428
1271,1, Not Graduate, Yes,3500000,11600000,10,898,3100000,2700000,9000000,4500000, Approved,1,1,0,19300000,3.3142857142857145,1.6637931034482758,291666.6666666667,1160000.0,3.977142857142857
1272,5, Not Graduate, No,500000,1500000,12,527,100000,600000,1100000,200000, Rejected,1,0,1,2000000,3.0,1.3333333333333333,41666.666666666664,125000.0,3.0
1273,5, Not Graduate, No,9900000,35800000,20,470,9500000,17050000,39100000,14300000, Rejected,1,0,1,79950000,3.6161616161616164,2.233240223463687,825000.0,1790000.0,2.16969696969697
1274,1, Graduate, No,8400000,25000000,12,694,5300000,14900000,23000000,7700000, Approved,0,0,0,50900000,2.9761904761904763,2.036,700000.0,2083333.3333333333,2.9761904761904763
1275,1, Graduate, No,5000000,18800000,14,325,13100000,5700000,12800000,4300000, Rejected,0,0,1,35900000,3.76,1.9095744680851063,416666.6666666667,1342857.142857143,3.222857142857143
1276,4, Not Graduate, Yes,5500000,13400000,10,880,300000,800000,19900000,2800000, Approved,1,1,0,23800000,2.4363636363636365,1.7761194029850746,458333.3333333333,1340000.0,2.923636363636364
1277,5, Graduate, Yes,3000000,11900000,14,459,6000000,4800000,11700000,4200000, Rejected,0,1,1,26700000,3.966666666666667,2.2436974789915967,250000.0,850000.0,3.4
1278,3, Not Graduate, Yes,9400000,21400000,10,323,5100000,15500000,29600000,11300000, Rejected,1,1,1,61500000,2.276595744680851,2.8738317757009346,783333.3333333334,2140000.0,2.731914893617021
1279,4, Graduate, No,7600000,29000000,8,739,22100000,8100000,22100000,8800000, Approved,0,0,0,61100000,3.8157894736842106,2.106896551724138,633333.3333333334,3625000.0,5.723684210526315
1280,0, Not Graduate, Yes,5500000,16300000,10,724,11900000,1500000,11900000,6200000, Approved,1,1,0,31500000,2.963636363636364,1.9325153374233128,458333.3333333333,1630000.0,3.5563636363636366
1281,1, Graduate, No,3100000,7400000,18,487,8400000,1200000,9200000,4500000, Rejected,0,0,1,23300000,2.3870967741935485,3.1486486486486487,258333.33333333334,411111.1111111111,1.5913978494623655
1282,3, Graduate, No,7700000,27700000,4,439,13900000,7500000,27100000,6200000, Approved,0,0,0,54700000,3.5974025974025974,1.9747292418772564,641666.6666666666,6925000.0,10.792207792207792
1283,2, Graduate, No,9800000,25400000,2,655,19900000,4600000,21300000,7900000, Approved,0,0,0,53700000,2.5918367346938775,2.1141732283464565,816666.6666666666,12700000.0,15.551020408163266
1284,3, Not Graduate, No,3200000,9200000,14,443,3300000,1100000,7200000,4500000, Rejected,1,0,1,16100000,2.875,1.75,266666.6666666667,657142.8571428572,2.464285714285714
1285,2, Graduate, No,700000,2600000,20,489,100000,200000,2400000,900000, Rejected,0,0,1,3600000,3.7142857142857144,1.3846153846153846,58333.333333333336,130000.0,2.2285714285714286
1286,4, Not Graduate, Yes,3100000,8600000,14,427,3100000,3800000,9900000,3700000, Rejected,1,1,1,20500000,2.774193548387097,2.383720930232558,258333.33333333334,614285.7142857143,2.377880184331797
1287,0, Graduate, Yes,4500000,10500000,20,417,9800000,2000000,9600000,5800000, Rejected,0,1,1,27200000,2.3333333333333335,2.5904761904761906,375000.0,525000.0,1.4
1288,5, Not Graduate, Yes,8900000,24800000,18,842,16200000,5000000,20000000,8100000, Approved,1,1,0,49300000,2.7865168539325844,1.9879032258064515,741666.6666666666,1377777.7777777778,1.857677902621723
1289,3, Not Graduate, No,5900000,23200000,2,307,15500000,10000000,21100000,6300000, Approved,1,0,0,52900000,3.9322033898305087,2.2801724137931036,491666.6666666667,11600000.0,23.59322033898305
1290,2, Not Graduate, No,1500000,4500000,18,428,4500000,1200000,5600000,1100000, Rejected,1,0,1,12400000,3.0,2.7555555555555555,125000.0,250000.0,2.0
1291,4, Not Graduate, Yes,6300000,15200000,16,415,15500000,1800000,20700000,7900000, Rejected,1,1,1,45900000,2.4126984126984126,3.0197368421052633,525000.0,950000.0,1.8095238095238095
1292,3, Not Graduate, Yes,6500000,18200000,20,405,10400000,2800000,21300000,6700000, Rejected,1,1,1,41200000,2.8,2.2637362637362637,541666.6666666666,910000.0,1.6800000000000002
1293,4, Graduate, No,8000000,31500000,18,683,10300000,7900000,30100000,9600000, Approved,0,0,0,57900000,3.9375,1.838095238095238,666666.6666666666,1750000.0,2.625
1294,1, Graduate, Yes,3300000,10600000,14,742,300000,600000,8400000,4500000, Approved,0,1,0,13800000,3.212121212121212,1.3018867924528301,275000.0,757142.8571428572,2.7532467532467533
1295,4, Not Graduate, No,3900000,10000000,10,530,10900000,200000,12300000,1900000, Rejected,1,0,1,25300000,2.5641025641025643,2.53,325000.0,1000000.0,3.076923076923077
1296,3, Graduate, No,1600000,3500000,10,844,4500000,2200000,5200000,1600000, Approved,0,0,0,13500000,2.1875,3.857142857142857,133333.33333333334,350000.0,2.625
1297,2, Not Graduate, Yes,3900000,13900000,18,715,5000000,5600000,9900000,2100000, Approved,1,1,0,22600000,3.5641025641025643,1.6258992805755397,325000.0,772222.2222222222,2.376068376068376
1298,3, Graduate, Yes,8000000,26300000,12,476,21700000,6600000,16400000,9000000, Rejected,0,1,1,53700000,3.2875,2.041825095057034,666666.6666666666,2191666.6666666665,3.2875
1299,2, Graduate, No,2200000,4800000,6,721,1800000,100000,6900000,2200000, Approved,0,0,0,11000000,2.1818181818181817,2.2916666666666665,183333.33333333334,800000.0,4.363636363636363
1300,4, Not Graduate, No,7600000,30300000,12,339,20400000,8000000,22200000,5800000, Rejected,1,0,1,56400000,3.986842105263158,1.8613861386138615,633333.3333333334,2525000.0,3.9868421052631575
1301,5, Not Graduate, Yes,2700000,6800000,6,461,4500000,2000000,8200000,1700000, Rejected,1,1,1,16400000,2.5185185185185186,2.411764705882353,225000.0,1133333.3333333333,5.037037037037036
1302,2, Graduate, Yes,6300000,23200000,12,556,7000000,8300000,24200000,5300000, Approved,0,1,0,44800000,3.6825396825396823,1.9310344827586208,525000.0,1933333.3333333333,3.6825396825396823
1303,3, Not Graduate, No,7700000,18700000,8,483,15100000,5600000,24600000,10200000, Rejected,1,0,1,55500000,2.4285714285714284,2.9679144385026737,641666.6666666666,2337500.0,3.6428571428571432
1304,2, Graduate, No,4500000,17200000,18,406,4100000,6300000,13800000,3300000, Rejected,0,0,1,27500000,3.8222222222222224,1.5988372093023255,375000.0,955555.5555555555,2.548148148148148
1305,2, Graduate, Yes,9400000,24800000,14,513,24200000,17050000,37200000,7500000, Rejected,0,1,1,85950000,2.6382978723404253,3.465725806451613,783333.3333333334,1771428.5714285714,2.261398176291793
1306,0, Not Graduate, No,4600000,12600000,16,574,3400000,6200000,15100000,3600000, Approved,1,0,0,28300000,2.739130434782609,2.246031746031746,383333.3333333333,787500.0,2.0543478260869565
1307,0, Graduate, Yes,5200000,15700000,6,692,3800000,7000000,12800000,5500000, Approved,0,1,0,29100000,3.019230769230769,1.8535031847133758,433333.3333333333,2616666.6666666665,6.038461538461538
1308,5, Graduate, Yes,8000000,29800000,18,867,17700000,14100000,22800000,9200000, Approved,0,1,0,63800000,3.725,2.140939597315436,666666.6666666666,1655555.5555555555,2.4833333333333334
1309,1, Not Graduate, Yes,9900000,38500000,2,875,19600000,2900000,20200000,6500000, Approved,1,1,0,49200000,3.888888888888889,1.277922077922078,825000.0,19250000.0,23.333333333333332
1310,4, Graduate, Yes,8500000,18600000,10,597,16600000,3200000,21000000,11600000, Approved,0,1,0,52400000,2.1882352941176473,2.817204301075269,708333.3333333334,1860000.0,2.625882352941176
1311,2, Graduate, Yes,4900000,12000000,20,513,14200000,8100000,18300000,4800000, Rejected,0,1,1,45400000,2.4489795918367347,3.783333333333333,408333.3333333333,600000.0,1.469387755102041
1312,3, Graduate, Yes,7000000,24200000,2,354,18200000,7000000,15900000,7900000, Approved,0,1,0,49000000,3.4571428571428573,2.024793388429752,583333.3333333334,12100000.0,20.74285714285714
1313,2, Not Graduate, No,9600000,25900000,18,647,11800000,9900000,35600000,11500000, Approved,1,0,0,68800000,2.6979166666666665,2.6563706563706564,800000.0,1438888.888888889,1.7986111111111112
1314,1, Graduate, No,9700000,23700000,6,875,11500000,14400000,38100000,10400000, Approved,0,0,0,74400000,2.443298969072165,3.1392405063291138,808333.3333333334,3950000.0,4.886597938144329
1315,1, Graduate, No,6200000,14300000,20,819,7500000,11700000,16700000,4300000, Approved,0,0,0,40200000,2.306451612903226,2.8111888111888113,516666.6666666667,715000.0,1.3838709677419354
1316,4, Not Graduate, Yes,4100000,9600000,10,521,11900000,7100000,14100000,4900000, Rejected,1,1,1,38000000,2.341463414634146,3.9583333333333335,341666.6666666667,960000.0,2.8097560975609754
1317,0, Graduate, Yes,6100000,19900000,20,761,4500000,3700000,12700000,7100000, Approved,0,1,0,28000000,3.262295081967213,1.407035175879397,508333.3333333333,995000.0,1.957377049180328
1318,0, Graduate, No,700000,1900000,18,572,1400000,1000000,2000000,300000, Approved,0,0,0,4700000,2.7142857142857144,2.473684210526316,58333.333333333336,105555.55555555556,1.8095238095238095
1319,3, Graduate, No,6400000,24100000,12,571,19000000,11500000,13200000,7500000, Approved,0,0,0,51200000,3.765625,2.12448132780083,533333.3333333334,2008333.3333333333,3.7656249999999996
1320,4, Graduate, Yes,3800000,7800000,20,891,4600000,7000000,14300000,3300000, Approved,0,1,0,29200000,2.0526315789473686,3.7435897435897436,316666.6666666667,390000.0,1.2315789473684209
1321,1, Not Graduate, No,4900000,14800000,12,895,8600000,8200000,18300000,5200000, Approved,1,0,0,40300000,3.020408163265306,2.722972972972973,408333.3333333333,1233333.3333333333,3.020408163265306
1322,2, Graduate, No,2100000,6600000,20,580,3800000,4100000,6200000,2100000, Approved,0,0,0,16200000,3.142857142857143,2.4545454545454546,175000.0,330000.0,1.8857142857142857
1323,2, Graduate, No,6200000,23400000,8,605,10000000,10800000,21800000,9200000, Approved,0,0,0,51800000,3.774193548387097,2.213675213675214,516666.6666666667,2925000.0,5.661290322580645
1324,4, Not Graduate, No,1600000,5100000,8,705,2400000,800000,5100000,1900000, Approved,1,0,0,10200000,3.1875,2.0,133333.33333333334,637500.0,4.78125
1325,1, Not Graduate, Yes,1300000,5000000,20,423,900000,800000,3900000,1600000, Rejected,1,1,1,7200000,3.8461538461538463,1.44,108333.33333333333,250000.0,2.307692307692308
1326,5, Not Graduate, Yes,7300000,22500000,2,846,9800000,4700000,20300000,5700000, Approved,1,1,0,40500000,3.0821917808219177,1.8,608333.3333333334,11250000.0,18.493150684931507
1327,2, Not Graduate, No,2100000,5000000,4,542,700000,600000,6600000,3100000, Rejected,1,0,1,11000000,2.380952380952381,2.2,175000.0,1250000.0,7.142857142857143
1328,5, Not Graduate, No,600000,2400000,18,631,600000,300000,2100000,900000, Approved,1,0,0,3900000,4.0,1.625,50000.0,133333.33333333334,2.666666666666667
1329,4, Graduate, No,7000000,24500000,18,318,4300000,1700000,16300000,3600000, Rejected,0,0,1,25900000,3.5,1.0571428571428572,583333.3333333334,1361111.111111111,2.333333333333333
1330,1, Not Graduate, Yes,3000000,6800000,10,541,5800000,5700000,10700000,2900000, Rejected,1,1,1,25100000,2.2666666666666666,3.6911764705882355,250000.0,680000.0,2.72
1331,1, Graduate, No,900000,2900000,20,782,0,1500000,3500000,800000, Approved,0,0,0,5800000,3.2222222222222223,2.0,75000.0,145000.0,1.9333333333333333
1332,2, Graduate, No,9600000,35000000,2,888,12600000,6500000,37900000,5800000, Approved,0,0,0,62800000,3.6458333333333335,1.7942857142857143,800000.0,17500000.0,21.875
1333,0, Graduate, No,1500000,3600000,14,747,200000,1400000,3000000,1200000, Approved,0,0,0,5800000,2.4,1.6111111111111112,125000.0,257142.85714285713,2.057142857142857
1334,0, Graduate, Yes,5000000,18900000,6,641,4300000,8500000,19600000,6700000, Approved,0,1,0,39100000,3.78,2.068783068783069,416666.6666666667,3150000.0,7.56
1335,3, Graduate, Yes,500000,1700000,4,640,400000,700000,1300000,200000, Approved,0,1,0,2600000,3.4,1.5294117647058822,41666.666666666664,425000.0,10.200000000000001
